"expedia_id","site_id","scraped_url"
"17460086","BOOKING_INT","https://www.booking.com/hotel/it/il-marrugio.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIkCiAEBmAExuAEYyAEO2AEB6AEB-AECiAIBqAIEuAKayefqBcACAQ&sid=6b63a84b2155f0fd348d94b623e184e6&all_sr_blocks=17638101_88921443_2_2_0&checkin=2019-08-25&checkout=2019-08-26&dest_id=-132645&dest_type=city&group_adults=2&group_children=0&hapos=7&highlighted_blocks=17638101_88921443_2_2_0&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1566172325&srpvid=5243a7d211fa00ef&ucfs=1&from=searchresults ;highlight_room=#hotelTmpl"
"2542135","BOOKING_INT","https://www.booking.com/hotel/it/rondo.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKYCiAEBmAExuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKMyefqBcACAQ&sid=53a8beb015616b75d8429653fe9779df&all_sr_blocks=1368802_95137957_0_2_0&checkin=2019-08-22&checkout=2019-08-23&dest_id=-111255&dest_type=city&group_adults=2&group_children=0&hapos=52&highlighted_blocks=1368802_95137957_0_2_0&hpos=37&no_rooms=1&sr_order=popularity&srepoch=1566172315&srpvid=6d52a7cd27cf0105&ucfs=1&from=searchresults ;highlight_room=#hotelTmpl"
"35785112","BOOKING_INT","https://www.booking.com/hotel/it/cantaluna-b-amp-b.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuALDyefqBcACAQ&sid=9ef9303a0e8cec816abd30837ed2c3cc&all_sr_blocks=109220701_200118882_2_2_0&checkin=2019-08-22&checkout=2019-08-23&dest_id=-122100&dest_type=city&hapos=104&highlighted_blocks=109220701_200118882_2_2_0&hpos=39&sr_order=popularity&srepoch=1566172374&srpvid=3a9ba7eb36a70019&ucfs=1&from=searchresults ;highlight_room=;spdest=ci/-122100;spdist=#hotelTmpl"
"6140873","BOOKING_INT","https://www.booking.com/hotel/it/residenze-temporanee-villa-meli-lupi.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaJUCiAEBmAExuAEXyAEP2AEB6AEB-AECiAIBqAIDuALfyOfqBcACAQ&sid=876db761fd9b1cbeaadf035b07da31ed&all_sr_blocks=56389905_88467237_0_0_0&checkin=2019-08-20&checkout=2019-08-21&dest_id=-111589&dest_type=city&hapos=74&highlighted_blocks=56389905_88467237_0_0_0&hpos=9&sr_order=popularity&srepoch=1566172281&srpvid=726ca7bcdbaa00c3&ucfs=1&bhgwe_cep=1&from=searchresults ;highlight_room=;spdest=ci/-111589;spdist=#hotelTmpl"
"13405512","BOOKING_INT","https://www.booking.com/hotel/it/villafiorella.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKYCiAEBmAExuAEYyAEM2AEB6AEB-AECiAIBqAIEuAK0xefqBcACAQ&sid=3a16b714101880fbac78c61603d721bd&all_sr_blocks=8050704_122795390_0_1_0&checkin=2019-08-21&checkout=2019-08-22&dest_id=-110339&dest_type=city&hapos=834&highlighted_blocks=8050704_122795390_0_1_0&hpos=19&sr_order=popularity&srepoch=1566171945&srpvid=8e30a7142a39008e&ucfs=1&from=searchresults ;highlight_room=;spdest=ci/-110339;spdist=;has_campaign_deals_getaway19_customer_label=1#hotelTmpl"
"863293","BOOKING_INT","https://www.booking.com/hotel/it/sierra-silvana.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaJUCiAEBmAExuAEXyAEP2AEB6AEB-AECiAIBqAIDuALexufqBcACAQ&sid=b60fd3100851549ef6610f5de5028380&all_sr_blocks=8404304_88437503_0_1_0&checkin=2019-08-22&checkout=2019-08-23&dest_id=907&dest_type=region&hapos=72&highlighted_blocks=8404304_88437503_0_1_0&hpos=7&nflt=class%3D4%3B&sr_order=popularity&srepoch=1566172044&srpvid=dcb7a74615230055&ucfs=1&from=searchresults ;highlight_room=#hotelTmpl"
"26957744","BOOKING_INT","https://www.booking.com/hotel/it/dimora-talenti-polignano-a-mare.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaJUCiAEBmAExuAEXyAEP2AEB6AEB-AECiAIBqAIDuALexufqBcACAQ&sid=b60fd3100851549ef6610f5de5028380&all_sr_blocks=366827904_119320264_0_1_0&checkin=2019-08-22&checkout=2019-08-23&dest_id=907&dest_type=region&hapos=37&highlighted_blocks=366827904_119320264_0_1_0&hpos=22&nflt=class%3D0%3B&sr_order=popularity&srepoch=1566172029&srpvid=4ddaa73e07950305&ucfs=1&from=searchresults ;highlight_room=#hotelTmpl"
"27541317","BOOKING_INT","https://www.booking.com/hotel/it/podere-calvi-parisetti.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaJUCiAEBmAExuAEXyAEP2AEB6AEB-AECiAIBqAIDuALfyOfqBcACAQ&sid=876db761fd9b1cbeaadf035b07da31ed&all_sr_blocks=317866501_114002768_2_1_0&checkin=2019-08-20&checkout=2019-08-21&dest_id=-111589&dest_type=city&hapos=137&highlighted_blocks=317866501_114002768_2_1_0&hpos=22&sr_order=popularity&srepoch=1566172290&srpvid=d7e6a7c1ab65010f&ucfs=1&from=searchresults ;highlight_room=;spdest=ci/-111589;spdist=#hotelTmpl"
"22263339","BOOKING_INT","https://www.booking.com/hotel/it/silver-matino.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaJUCiAEBmAExuAEXyAEP2AEB6AEB-AECiAIBqAIDuALexufqBcACAQ&sid=b60fd3100851549ef6610f5de5028380&all_sr_blocks=27857203_199475123_0_1_0&checkin=2019-08-22&checkout=2019-08-23&dest_id=907&dest_type=region&hapos=118&highlighted_blocks=27857203_199475123_0_1_0&hpos=53&nflt=class%3D3%3B&sr_order=popularity&srepoch=1566172048&srpvid=f06aa747da800172&ucfs=1&from=searchresults ;highlight_room=#hotelTmpl"
"1467073","BOOKING_INT","https://www.booking.com/hotel/it/raito.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaI0CiAEBmAExuAEXyAEU2AEB6AEB-AECiAIBqAIDuAKTx-fqBcACAQ&sid=cb25f4d5df8721aed36e3bc3cc2042f0&all_sr_blocks=8388941_88437373_2_41_0&checkin=2019-08-21&checkout=2019-08-22&dest_id=1681&dest_type=region&group_adults=2&group_children=0&hapos=30&highlighted_blocks=8388941_88437373_2_41_0&hpos=15&no_rooms=1&sr_order=popularity&srepoch=1566172071&srpvid=fc77a75382d7002b&ucfs=1&from=searchresults ;highlight_room=;has_campaign_deals_getaway19_customer_label=1#hotelTmpl"
